full_date,date_key,year,quarter,quarter_name,month,month_name,month_short,year_month,day_of_month,day_of_week,day_name,day_short,week_of_year,is_weekend,season,holiday_name,is_holiday,is_trading_day
2015-08-16,20150816,2015,3,Q3,8,August,Aug,2015-08,16,7,Sunday,Sun,33,True,Summer,,False,True
2015-08-17,20150817,2015,3,Q3,8,August,Aug,2015-08,17,1,Monday,Mon,34,False,Summer,,False,True
2015-08-18,20150818,2015,3,Q3,8,August,Aug,2015-08,18,2,Tuesday,Tue,34,False,Summer,,False,True
2015-08-19,20150819,2015,3,Q3,8,August,Aug,2015-08,19,3,Wednesday,Wed,34,False,Summer,,False,True
2015-08-20,20150820,2015,3,Q3,8,August,Aug,2015-08,20,4,Thursday,Thu,34,False,Summer,,False,True
2015-08-21,20150821,2015,3,Q3,8,August,Aug,2015-08,21,5,Friday,Fri,34,False,Summer,,False,True
2015-08-22,20150822,2015,3,Q3,8,August,Aug,2015-08,22,6,Saturday,Sat,34,True,Summer,,False,True
2015-08-23,20150823,2015,3,Q3,8,August,Aug,2015-08,23,7,Sunday,Sun,34,True,Summer,,False,True
2015-08-24,20150824,2015,3,Q3,8,August,Aug,2015-08,24,1,Monday,Mon,35,False,Summer,,False,True
2015-08-25,20150825,2015,3,Q3,8,August,Aug,2015-08,25,2,Tuesday,Tue,35,False,Summer,,False,True
2015-08-26,20150826,2015,3,Q3,8,August,Aug,2015-08,26,3,Wednesday,Wed,35,False,Summer,,False,True
2015-08-27,20150827,2015,3,Q3,8,August,Aug,2015-08,27,4,Thursday,Thu,35,False,Summer,,False,True
2015-08-28,20150828,2015,3,Q3,8,August,Aug,2015-08,28,5,Friday,Fri,35,False,Summer,,False,True
2015-08-29,20150829,2015,3,Q3,8,August,Aug,2015-08,29,6,Saturday,Sat,35,True,Summer,,False,True
2015-08-30,20150830,2015,3,Q3,8,August,Aug,2015-08,30,7,Sunday,Sun,35,True,Summer,,False,True
2015-08-31,20150831,2015,3,Q3,8,August,Aug,2015-08,31,1,Monday,Mon,36,False,Summer,,False,True
2015-09-01,20150901,2015,3,Q3,9,September,Sep,2015-09,1,2,Tuesday,Tue,36,False,Fall,,False,True
2015-09-02,20150902,2015,3,Q3,9,September,Sep,2015-09,2,3,Wednesday,Wed,36,False,Fall,,False,True
2015-09-03,20150903,2015,3,Q3,9,September,Sep,2015-09,3,4,Thursday,Thu,36,False,Fall,,False,True
2015-09-04,20150904,2015,3,Q3,9,September,Sep,2015-09,4,5,Friday,Fri,36,False,Fall,,False,True
2015-09-05,20150905,2015,3,Q3,9,September,Sep,2015-09,5,6,Saturday,Sat,36,True,Fall,,False,True
2015-09-06,20150906,2015,3,Q3,9,September,Sep,2015-09,6,7,Sunday,Sun,36,True,Fall,,False,True
2015-09-07,20150907,2015,3,Q3,9,September,Sep,2015-09,7,1,Monday,Mon,37,False,Fall,Labor Day,True,True
2015-09-08,20150908,2015,3,Q3,9,September,Sep,2015-09,8,2,Tuesday,Tue,37,False,Fall,,False,True
2015-09-09,20150909,2015,3,Q3,9,September,Sep,2015-09,9,3,Wednesday,Wed,37,False,Fall,,False,True
2015-09-10,20150910,2015,3,Q3,9,September,Sep,2015-09,10,4,Thursday,Thu,37,False,Fall,,False,True
2015-09-11,20150911,2015,3,Q3,9,September,Sep,2015-09,11,5,Friday,Fri,37,False,Fall,,False,True
2015-09-12,20150912,2015,3,Q3,9,September,Sep,2015-09,12,6,Saturday,Sat,37,True,Fall,,False,True
2015-09-13,20150913,2015,3,Q3,9,September,Sep,2015-09,13,7,Sunday,Sun,37,True,Fall,,False,True
2015-09-14,20150914,2015,3,Q3,9,September,Sep,2015-09,14,1,Monday,Mon,38,False,Fall,,False,True
2015-09-15,20150915,2015,3,Q3,9,September,Sep,2015-09,15,2,Tuesday,Tue,38,False,Fall,,False,True
2015-09-16,20150916,2015,3,Q3,9,September,Sep,2015-09,16,3,Wednesday,Wed,38,False,Fall,,False,True
2015-09-17,20150917,2015,3,Q3,9,September,Sep,2015-09,17,4,Thursday,Thu,38,False,Fall,,False,True
2015-09-18,20150918,2015,3,Q3,9,September,Sep,2015-09,18,5,Friday,Fri,38,False,Fall,,False,True
2015-09-19,20150919,2015,3,Q3,9,September,Sep,2015-09,19,6,Saturday,Sat,38,True,Fall,,False,True
2015-09-20,20150920,2015,3,Q3,9,September,Sep,2015-09,20,7,Sunday,Sun,38,True,Fall,,False,True
2015-09-21,20150921,2015,3,Q3,9,September,Sep,2015-09,21,1,Monday,Mon,39,False,Fall,,False,True
2015-09-22,20150922,2015,3,Q3,9,September,Sep,2015-09,22,2,Tuesday,Tue,39,False,Fall,,False,True
2015-09-23,20150923,2015,3,Q3,9,September,Sep,2015-09,23,3,Wednesday,Wed,39,False,Fall,,False,True
2015-09-24,20150924,2015,3,Q3,9,September,Sep,2015-09,24,4,Thursday,Thu,39,False,Fall,,False,False
2015-09-25,20150925,2015,3,Q3,9,September,Sep,2015-09,25,5,Friday,Fri,39,False,Fall,,False,False
2015-09-26,20150926,2015,3,Q3,9,September,Sep,2015-09,26,6,Saturday,Sat,39,True,Fall,,False,True
2015-09-27,20150927,2015,3,Q3,9,September,Sep,2015-09,27,7,Sunday,Sun,39,True,Fall,,False,True
2015-09-28,20150928,2015,3,Q3,9,September,Sep,2015-09,28,1,Monday,Mon,40,False,Fall,,False,True
2015-09-29,20150929,2015,3,Q3,9,September,Sep,2015-09,29,2,Tuesday,Tue,40,False,Fall,,False,True
2015-09-30,20150930,2015,3,Q3,9,September,Sep,2015-09,30,3,Wednesday,Wed,40,False,Fall,,False,True
2015-10-01,20151001,2015,4,Q4,10,October,Oct,2015-10,1,4,Thursday,Thu,40,False,Fall,,False,True
2015-10-02,20151002,2015,4,Q4,10,October,Oct,2015-10,2,5,Friday,Fri,40,False,Fall,,False,True
2015-10-03,20151003,2015,4,Q4,10,October,Oct,2015-10,3,6,Saturday,Sat,40,True,Fall,,False,True
2015-10-04,20151004,2015,4,Q4,10,October,Oct,2015-10,4,7,Sunday,Sun,40,True,Fall,,False,True
2015-10-05,20151005,2015,4,Q4,10,October,Oct,2015-10,5,1,Monday,Mon,41,False,Fall,,False,False
2015-10-06,20151006,2015,4,Q4,10,October,Oct,2015-10,6,2,Tuesday,Tue,41,False,Fall,,False,True
2015-10-07,20151007,2015,4,Q4,10,October,Oct,2015-10,7,3,Wednesday,Wed,41,False,Fall,,False,True
2015-10-08,20151008,2015,4,Q4,10,October,Oct,2015-10,8,4,Thursday,Thu,41,False,Fall,,False,True
2015-10-09,20151009,2015,4,Q4,10,October,Oct,2015-10,9,5,Friday,Fri,41,False,Fall,,False,True
2015-10-10,20151010,2015,4,Q4,10,October,Oct,2015-10,10,6,Saturday,Sat,41,True,Fall,,False,True
2015-10-11,20151011,2015,4,Q4,10,October,Oct,2015-10,11,7,Sunday,Sun,41,True,Fall,,False,True
2015-10-12,20151012,2015,4,Q4,10,October,Oct,2015-10,12,1,Monday,Mon,42,False,Fall,Columbus Day,True,False
2015-10-13,20151013,2015,4,Q4,10,October,Oct,2015-10,13,2,Tuesday,Tue,42,False,Fall,,False,True
2015-10-14,20151014,2015,4,Q4,10,October,Oct,2015-10,14,3,Wednesday,Wed,42,False,Fall,,False,True
2015-10-15,20151015,2015,4,Q4,10,October,Oct,2015-10,15,4,Thursday,Thu,42,False,Fall,,False,True
2015-10-16,20151016,2015,4,Q4,10,October,Oct,2015-10,16,5,Friday,Fri,42,False,Fall,,False,True
2015-10-17,20151017,2015,4,Q4,10,October,Oct,2015-10,17,6,Saturday,Sat,42,True,Fall,,False,True
2015-10-18,20151018,2015,4,Q4,10,October,Oct,2015-10,18,7,Sunday,Sun,42,True,Fall,,False,True
2015-10-19,20151019,2015,4,Q4,10,October,Oct,2015-10,19,1,Monday,Mon,43,False,Fall,,False,False
2015-10-20,20151020,2015,4,Q4,10,October,Oct,2015-10,20,2,Tuesday,Tue,43,False,Fall,,False,True
2015-10-21,20151021,2015,4,Q4,10,October,Oct,2015-10,21,3,Wednesday,Wed,43,False,Fall,,False,True
2015-10-22,20151022,2015,4,Q4,10,October,Oct,2015-10,22,4,Thursday,Thu,43,False,Fall,,False,True
2015-10-23,20151023,2015,4,Q4,10,October,Oct,2015-10,23,5,Friday,Fri,43,False,Fall,,False,True
2015-10-24,20151024,2015,4,Q4,10,October,Oct,2015-10,24,6,Saturday,Sat,43,True,Fall,,False,True
2015-10-25,20151025,2015,4,Q4,10,October,Oct,2015-10,25,7,Sunday,Sun,43,True,Fall,,False,True
2015-10-26,20151026,2015,4,Q4,10,October,Oct,2015-10,26,1,Monday,Mon,44,False,Fall,,False,False
2015-10-27,20151027,2015,4,Q4,10,October,Oct,2015-10,27,2,Tuesday,Tue,44,False,Fall,,False,True
2015-10-28,20151028,2015,4,Q4,10,October,Oct,2015-10,28,3,Wednesday,Wed,44,False,Fall,,False,True
2015-10-29,20151029,2015,4,Q4,10,October,Oct,2015-10,29,4,Thursday,Thu,44,False,Fall,,False,True
2015-10-30,20151030,2015,4,Q4,10,October,Oct,2015-10,30,5,Friday,Fri,44,False,Fall,,False,True
2015-10-31,20151031,2015,4,Q4,10,October,Oct,2015-10,31,6,Saturday,Sat,44,True,Fall,,False,True
2015-11-01,20151101,2015,4,Q4,11,November,Nov,2015-11,1,7,Sunday,Sun,44,True,Fall,,False,True
2015-11-02,20151102,2015,4,Q4,11,November,Nov,2015-11,2,1,Monday,Mon,45,False,Fall,,False,True
2015-11-03,20151103,2015,4,Q4,11,November,Nov,2015-11,3,2,Tuesday,Tue,45,False,Fall,,False,True
2015-11-04,20151104,2015,4,Q4,11,November,Nov,2015-11,4,3,Wednesday,Wed,45,False,Fall,,False,True
2015-11-05,20151105,2015,4,Q4,11,November,Nov,2015-11,5,4,Thursday,Thu,45,False,Fall,,False,True
2015-11-06,20151106,2015,4,Q4,11,November,Nov,2015-11,6,5,Friday,Fri,45,False,Fall,,False,True
2015-11-07,20151107,2015,4,Q4,11,November,Nov,2015-11,7,6,Saturday,Sat,45,True,Fall,,False,True
2015-11-08,20151108,2015,4,Q4,11,November,Nov,2015-11,8,7,Sunday,Sun,45,True,Fall,,False,True
2015-11-09,20151109,2015,4,Q4,11,November,Nov,2015-11,9,1,Monday,Mon,46,False,Fall,,False,True
2015-11-10,20151110,2015,4,Q4,11,November,Nov,2015-11,10,2,Tuesday,Tue,46,False,Fall,,False,True
2015-11-11,20151111,2015,4,Q4,11,November,Nov,2015-11,11,3,Wednesday,Wed,46,False,Fall,Veterans Day,True,True
2015-11-12,20151112,2015,4,Q4,11,November,Nov,2015-11,12,4,Thursday,Thu,46,False,Fall,,False,True
2015-11-13,20151113,2015,4,Q4,11,November,Nov,2015-11,13,5,Friday,Fri,46,False,Fall,,False,True
2015-11-14,20151114,2015,4,Q4,11,November,Nov,2015-11,14,6,Saturday,Sat,46,True,Fall,,False,True
2015-11-15,20151115,2015,4,Q4,11,November,Nov,2015-11,15,7,Sunday,Sun,46,True,Fall,,False,True
2015-11-16,20151116,2015,4,Q4,11,November,Nov,2015-11,16,1,Monday,Mon,47,False,Fall,,False,True
2015-11-17,20151117,2015,4,Q4,11,November,Nov,2015-11,17,2,Tuesday,Tue,47,False,Fall,,False,True
2015-11-18,20151118,2015,4,Q4,11,November,Nov,2015-11,18,3,Wednesday,Wed,47,False,Fall,,False,True
2015-11-19,20151119,2015,4,Q4,11,November,Nov,2015-11,19,4,Thursday,Thu,47,False,Fall,,False,True
2015-11-20,20151120,2015,4,Q4,11,November,Nov,2015-11,20,5,Friday,Fri,47,False,Fall,,False,True
2015-11-21,20151121,2015,4,Q4,11,November,Nov,2015-11,21,6,Saturday,Sat,47,True,Fall,,False,True
2015-11-22,20151122,2015,4,Q4,11,November,Nov,2015-11,22,7,Sunday,Sun,47,True,Fall,,False,True
2015-11-23,20151123,2015,4,Q4,11,November,Nov,2015-11,23,1,Monday,Mon,48,False,Fall,,False,True
2015-11-24,20151124,2015,4,Q4,11,November,Nov,2015-11,24,2,Tuesday,Tue,48,False,Fall,,False,True
2015-11-25,20151125,2015,4,Q4,11,November,Nov,2015-11,25,3,Wednesday,Wed,48,False,Fall,,False,True
2015-11-26,20151126,2015,4,Q4,11,November,Nov,2015-11,26,4,Thursday,Thu,48,False,Fall,Thanksgiving Day,True,True
2015-11-27,20151127,2015,4,Q4,11,November,Nov,2015-11,27,5,Friday,Fri,48,False,Fall,,False,True
2015-11-28,20151128,2015,4,Q4,11,November,Nov,2015-11,28,6,Saturday,Sat,48,True,Fall,,False,True
2015-11-29,20151129,2015,4,Q4,11,November,Nov,2015-11,29,7,Sunday,Sun,48,True,Fall,,False,True
2015-11-30,20151130,2015,4,Q4,11,November,Nov,2015-11,30,1,Monday,Mon,49,False,Fall,,False,True
2015-12-01,20151201,2015,4,Q4,12,December,Dec,2015-12,1,2,Tuesday,Tue,49,False,Winter,,False,True
2015-12-02,20151202,2015,4,Q4,12,December,Dec,2015-12,2,3,Wednesday,Wed,49,False,Winter,,False,True
2015-12-03,20151203,2015,4,Q4,12,December,Dec,2015-12,3,4,Thursday,Thu,49,False,Winter,,False,True
2015-12-04,20151204,2015,4,Q4,12,December,Dec,2015-12,4,5,Friday,Fri,49,False,Winter,,False,True
2015-12-05,20151205,2015,4,Q4,12,December,Dec,2015-12,5,6,Saturday,Sat,49,True,Winter,,False,True
2015-12-06,20151206,2015,4,Q4,12,December,Dec,2015-12,6,7,Sunday,Sun,49,True,Winter,,False,True
2015-12-07,20151207,2015,4,Q4,12,December,Dec,2015-12,7,1,Monday,Mon,50,False,Winter,,False,True
2015-12-08,20151208,2015,4,Q4,12,December,Dec,2015-12,8,2,Tuesday,Tue,50,False,Winter,,False,True
2015-12-09,20151209,2015,4,Q4,12,December,Dec,2015-12,9,3,Wednesday,Wed,50,False,Winter,,False,True
2015-12-10,20151210,2015,4,Q4,12,December,Dec,2015-12,10,4,Thursday,Thu,50,False,Winter,,False,True
2015-12-11,20151211,2015,4,Q4,12,December,Dec,2015-12,11,5,Friday,Fri,50,False,Winter,,False,True
2015-12-12,20151212,2015,4,Q4,12,December,Dec,2015-12,12,6,Saturday,Sat,50,True,Winter,,False,True
2015-12-13,20151213,2015,4,Q4,12,December,Dec,2015-12,13,7,Sunday,Sun,50,True,Winter,,False,True
2015-12-14,20151214,2015,4,Q4,12,December,Dec,2015-12,14,1,Monday,Mon,51,False,Winter,,False,True
2015-12-15,20151215,2015,4,Q4,12,December,Dec,2015-12,15,2,Tuesday,Tue,51,False,Winter,,False,True
2015-12-16,20151216,2015,4,Q4,12,December,Dec,2015-12,16,3,Wednesday,Wed,51,False,Winter,,False,True
2015-12-17,20151217,2015,4,Q4,12,December,Dec,2015-12,17,4,Thursday,Thu,51,False,Winter,,False,True
2015-12-18,20151218,2015,4,Q4,12,December,Dec,2015-12,18,5,Friday,Fri,51,False,Winter,,False,True
2015-12-19,20151219,2015,4,Q4,12,December,Dec,2015-12,19,6,Saturday,Sat,51,True,Winter,,False,True
2015-12-20,20151220,2015,4,Q4,12,December,Dec,2015-12,20,7,Sunday,Sun,51,True,Winter,,False,True
2015-12-21,20151221,2015,4,Q4,12,December,Dec,2015-12,21,1,Monday,Mon,52,False,Winter,,False,True
2015-12-22,20151222,2015,4,Q4,12,December,Dec,2015-12,22,2,Tuesday,Tue,52,False,Winter,,False,True
2015-12-23,20151223,2015,4,Q4,12,December,Dec,2015-12,23,3,Wednesday,Wed,52,False,Winter,,False,True
2015-12-24,20151224,2015,4,Q4,12,December,Dec,2015-12,24,4,Thursday,Thu,52,False,Winter,,False,True
2015-12-25,20151225,2015,4,Q4,12,December,Dec,2015-12,25,5,Friday,Fri,52,False,Winter,Christmas Day,True,False
2015-12-26,20151226,2015,4,Q4,12,December,Dec,2015-12,26,6,Saturday,Sat,52,True,Winter,,False,True
2015-12-27,20151227,2015,4,Q4,12,December,Dec,2015-12,27,7,Sunday,Sun,52,True,Winter,,False,True
2015-12-28,20151228,2015,4,Q4,12,December,Dec,2015-12,28,1,Monday,Mon,53,False,Winter,,False,True
2015-12-29,20151229,2015,4,Q4,12,December,Dec,2015-12,29,2,Tuesday,Tue,53,False,Winter,,False,True
2015-12-30,20151230,2015,4,Q4,12,December,Dec,2015-12,30,3,Wednesday,Wed,53,False,Winter,,False,True
2015-12-31,20151231,2015,4,Q4,12,December,Dec,2015-12,31,4,Thursday,Thu,53,False,Winter,,False,True
